split,graph_id,source,project,contract,contract_label,n_pos,n_neg,interaction_count,n_helper,n_edges,risky_negative_interactions,strong_low_level_or_delegatecall
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::ExampleBridgeContract,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,ExampleBridgeContract,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TroveBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,TroveBridge,0,0,4,4,0,15,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,StabilityPoolBridge,0,0,3,3,0,6,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,StakingBridge,0,0,3,3,0,6,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::IssuanceBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,IssuanceBridge,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::AaveLendingBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,AaveLendingBridge,0,0,3,3,0,6,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MStableBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,MStableBridge,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RaiBridge,DAPP,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,RaiBridge,0,0,4,4,0,13,0,0
val,DAPP::DAppSCAN-source/contracts/Iosiro-1inch Exchange Staking Rewards Smart Contract Audit/liquidity-protocol-c9c8bc600e8e7897f70f84b006de601d4f4bcbe3::BaseRewards,DAPP,DAppSCAN-source/contracts/Iosiro-1inch Exchange Staking Rewards Smart Contract Audit/liquidity-protocol-c9c8bc600e8e7897f70f84b006de601d4f4bcbe3,BaseRewards,1,1,2,3,1,5,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UniswapV2Pair,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,UniswapV2Pair,0,0,6,6,2,23,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UniswapV2Factory,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,UniswapV2Factory,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::airdrop,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,airdrop,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::betting,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,betting,0,0,3,3,0,4,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UpgradeabilityProxy,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,UpgradeabilityProxy,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::AdminUpgradeabilityProxy,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,AdminUpgradeabilityProxy,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::KaoyaProxy,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,KaoyaProxy,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::MasterChef,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,MasterChef,1,1,5,6,1,26,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::Staking,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,Staking,0,0,7,7,1,36,5,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UniswapV2Router02,DAPP,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,UniswapV2Router02,0,0,26,26,2,485,7,0
val,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::UniProxy,DAPP,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879,UniProxy,1,1,3,4,1,13,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::Swap,DAPP,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879,Swap,0,0,2,2,0,1,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::Hypervisor,DAPP,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879,Hypervisor,1,1,12,13,2,97,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::HypervisorV3Migrator,DAPP,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879,HypervisorV3Migrator,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::HypervisorFactory,DAPP,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879,HypervisorFactory,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::GammaController,DAPP,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879,GammaController,0,0,3,3,1,7,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Tenderizer,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,Tenderizer,0,0,7,7,2,26,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TenderToken,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TenderToken,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TestSwapReturnValues,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TestSwapReturnValues,0,0,5,5,0,12,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TokenFaucet,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TokenFaucet,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::SwapUtils,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,SwapUtils,0,0,4,4,3,16,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TenderSwapFactoryV1,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TenderSwapFactoryV1,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TenderSwap,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TenderSwap,0,0,19,19,0,134,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TenderFarmFactory,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TenderFarmFactory,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TenderFarm,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,TenderFarm,0,0,6,6,0,21,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,Audius,0,0,15,15,3,81,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Matic,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,Matic,1,2,11,13,3,61,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Livepeer,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,Livepeer,1,2,12,14,3,70,0,0
val,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Graph,DAPP,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,Graph,1,2,13,15,3,89,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::Amp,DAPP,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539,Amp,1,1,7,8,1,17,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::ERC1820Client,DAPP,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539,ERC1820Client,0,0,3,3,0,3,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::HolderCollateralPartitionValidator,DAPP,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539,HolderCollateralPartitionValidator,0,0,5,5,0,4,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::AmpPartitionStrategyValidatorBase,DAPP,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539,AmpPartitionStrategyValidatorBase,0,0,3,3,0,3,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::CollateralPoolPartitionValidator,DAPP,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539,CollateralPoolPartitionValidator,0,0,4,4,0,3,0,0
val,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::ExampleCollateralManager,DAPP,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539,ExampleCollateralManager,0,0,7,7,1,15,0,0
val,DAPP::DAppSCAN-source/contracts/Inspex-MDEX Integration/bsc-alpaca-contract-a3a14d27a4803afebdcf783c9ce8764b65f5587d::MdexWorker02,DAPP,DAppSCAN-source/contracts/Inspex-MDEX Integration/bsc-alpaca-contract-a3a14d27a4803afebdcf783c9ce8764b65f5587d,MdexWorker02,1,2,11,13,3,80,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::Migrator,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,Migrator,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::MasterChef,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,MasterChef,1,1,5,6,1,27,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::SushiBar,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,SushiBar,0,0,2,2,0,2,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::SushiMaker,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,SushiMaker,0,0,3,3,0,10,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::GovernorAlpha,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,GovernorAlpha,0,0,12,12,0,65,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::UniswapV2Factory,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,UniswapV2Factory,0,0,1,1,0,0,0,0
val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::UniswapV2Pair,DAPP,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,UniswapV2Pair,0,0,8,8,3,57,0,0
test,FORGE::vfp_00190::BoxAdapterCached,FORGE,vfp_00190,BoxAdapterCached,1,1,5,6,1,26,0,0
test,FORGE::vfp_00220::LiquidityPenaltyHook,FORGE,vfp_00220,LiquidityPenaltyHook,0,0,3,3,0,6,0,0
test,FORGE::vfp_00220::AntiSandwichHook,FORGE,vfp_00220,AntiSandwichHook,1,3,0,3,0,6,0,0
test,FORGE::vfp_00189::Box,FORGE,vfp_00189,Box,1,4,11,15,15,128,0,0
test,FORGE::vfp_00189::FundingAave,FORGE,vfp_00189,FundingAave,0,0,7,7,0,23,0,0
test,FORGE::vfp_00001::AgentToken,FORGE,vfp_00001,AgentToken,0,0,1,1,0,0,0,0
test,FORGE::vfp_00001::AgentImageService,FORGE,vfp_00001,AgentImageService,1,3,2,5,0,7,0,0
test,FORGE::vfp_00001::AutonomousAgentDeployer,FORGE,vfp_00001,AutonomousAgentDeployer,0,0,12,12,2,72,7,1
test,FORGE::vfp_00215::ScrollChainValidium,FORGE,vfp_00215,ScrollChainValidium,1,2,1,3,2,9,0,0
test,FORGE::vfp_00123::BalancerFlashLoan,FORGE,vfp_00123,BalancerFlashLoan,1,2,0,2,0,1,0,0
test,FORGE::vfp_00102::OracleLess,FORGE,vfp_00102,OracleLess,1,3,1,4,0,7,0,0
test,FORGE::vfp_00102::AutomationMaster,FORGE,vfp_00102,AutomationMaster,0,0,4,4,0,3,0,0
test,FORGE::vfp_00102::Bracket,FORGE,vfp_00102,Bracket,1,1,7,8,0,26,0,0
test,FORGE::vfp_00102::StopLimit,FORGE,vfp_00102,StopLimit,1,2,4,6,0,17,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GuildBank,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,GuildBank,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::Moloch,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,Moloch,1,1,5,6,3,26,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,MolochPool,0,0,5,5,0,18,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GnosisSafe,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,GnosisSafe,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::SocialRecoveryModule,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,SocialRecoveryModule,0,0,1,1,1,2,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::DailyLimitModule,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,DailyLimitModule,0,0,1,1,1,2,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::StateChannelModule,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,StateChannelModule,0,0,2,2,0,3,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::WhitelistModule,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,WhitelistModule,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::Submitter,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,Submitter,0,0,3,3,0,3,0,0
test,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::ClaimsTokenERC20Extension,DAPP,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,ClaimsTokenERC20Extension,0,0,1,1,1,2,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::Bar,DAPP,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d,Bar,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::Foo,DAPP,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d,Foo,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::Lido,DAPP,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d,Lido,0,0,4,4,2,5,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::WstETH,DAPP,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d,WstETH,1,2,4,6,0,21,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::LidoOracle,DAPP,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d,LidoOracle,0,0,2,2,6,16,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::NodeOperatorsRegistry,DAPP,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d,NodeOperatorsRegistry,0,0,6,6,7,35,0,0
test,DAPP::DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add::Org,DAPP,DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add,Org,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add::FundFactory,DAPP,DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add,FundFactory,0,0,1,1,0,0,0,0
test,DAPP::DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add::Fund,DAPP,DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add,Fund,1,1,2,3,0,3,0,0
test,DAPP::DAppSCAN-source/contracts/QuillAudits-Keep3r.Network-Keep3r.Network/StakingRewardsV3-13ecc6966ae1a413f62224382bfd4d64b1a22351::StakingRewardsV3,DAPP,DAppSCAN-source/contracts/QuillAudits-Keep3r.Network-Keep3r.Network/StakingRewardsV3-13ecc6966ae1a413f62224382bfd4d64b1a22351,StakingRewardsV3,1,1,6,7,1,20,0,0
test,DAPP::DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code::UpgradeableToken,DAPP,DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code,UpgradeableToken,1,1,1,2,1,5,0,0
test,DAPP::DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code::CrowdsaleToken,DAPP,DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code,CrowdsaleToken,0,0,1,1,1,2,0,0
test,DAPP::DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code::TapcoinToken,DAPP,DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code,TapcoinToken,0,0,1,1,1,2,0,0
test,DAPP::DAppSCAN-source/contracts/Hacken-VYNKSAFE/code::BUSDVYNCSTAKE,DAPP,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code,BUSDVYNCSTAKE,1,2,16,18,3,170,0,0
test,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Timelock",DAPP,"DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f",Timelock,0,0,2,2,0,1,0,0
test,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Pack",DAPP,"DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f",Pack,0,0,3,3,1,5,0,0
test,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Facility",DAPP,"DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f",Facility,0,0,2,2,0,3,0,0
test,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::SwapHorse",DAPP,"DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f",SwapHorse,0,0,1,1,0,0,0,0
test,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Horse",DAPP,"DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f",Horse,0,0,2,2,0,3,0,0
