review_priority,contract_id,source_path,function_name,source_span,predicted_score,current_label,vulnerability_type,detected_safety_features,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,interaction_id,category,evidence,safety_feature_count
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::UniswapV3Oracle,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/uniswap/UniswapV3Oracle.sol,_peek,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/uniswap/UniswapV3Oracle.sol#L73-L87,0.7342816283824258,0,,require_assert_guard_before_call,,L5: Source memory source = sources[base][quote];,"L7: require(source.source != address(0), ""Source not found"");","1: function _peek(bytes6 base, bytes6 quote, uint256 amount)\n2:         private view\n3:         returns (uint256 value, uint256 updateTime)\n4:     {\n5:         Source memory source = sources[base][quote];\n6:         SourceData memory sourceData;\n7:         require(source.source != address(0), ""Source not found"");\n8:         sourceData = sourcesData[source.source];\n9:         if (source.inverse) {\n10:             value = UniswapV3OracleLibraryMock.consult(sourceData.factory, sourceData.quoteToken, sourceData.baseToken, sourceData.fee, amount, secondsAgo);\n11:         } else {\n12:             value = UniswapV3OracleLibraryMock.consult(sourceData.factory, sourceData.baseToken, sourceData.quoteToken, sourceData.fee, amount, secondsAgo);\n13:         }\n14:         updateTime = block.timestamp - secondsAgo;",i:_peek,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Auction,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Auction.sol,setGeneScienceAddress,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Auction.sol#L45-L51,0.7231135186647133,0,,state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L6: geneScience = _address;,"L3: require(_address.isGeneScience(), ""Aliana: not gene"");","1: function setGeneScienceAddress(IGeneScience _address) public onlyCEO {\n2:         // NOTE: verify that a contract is what we expect - https://github.com/Lunyr/crowdsale-contracts/blob/cfadd15986c30521d8ba7d5b6f57b4fefcc7ac38/contracts/LunyrToken.sol#L117\n3:         require(_address.isGeneScience(), ""Aliana: not gene"");\n4: \n5:         // Set the new contract address\n6:         geneScience = _address;\n7:     }",i:setGeneScienceAddress,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::CompositeMultiOracle,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/composite/CompositeMultiOracle.sol,_peek,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/composite/CompositeMultiOracle.sol#L84-L92,0.6933014007300455,0,,require_assert_guard_before_call,,L5: IOracle source = sources[base][quote];,"L6: require (address(source) != address(0), ""Source not found"");","1: function _peek(bytes6 base, bytes6 quote, uint256 amountBase, uint256 updateTimeIn)\n2:         private view\n3:         returns (uint amountQuote, uint updateTimeOut)\n4:     {\n5:         IOracle source = sources[base][quote];\n6:         require (address(source) != address(0), ""Source not found"");\n7:         (amountQuote, updateTimeOut) = source.peek(base, quote, amountBase);\n8:         updateTimeOut = (updateTimeOut < updateTimeIn) ? updateTimeOut : updateTimeIn;                 // Take the oldest update time\n9:     }",i:_peek,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::LiquidityStaking,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/LiquidityStaking.sol,initialize,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/LiquidityStaking.sol#L45-L53,0.6910693047127271,0,,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary,"L6: IERC20(rewardToken).safeTransferFrom(msg.sender, address(this), amount);",L5: uint256 amount = rate_.mul(endTimestamp.sub(startTimestamp));,"L2: require(rate == 0 && rate_ != 0, ""Should not initialize twice"");","1: function initialize(uint256 rate_) external {\n2:         require(rate == 0 && rate_ != 0, ""Should not initialize twice"");\n3:         require(startTimestamp >= block.timestamp, ""Start cannot be in the past"");\n4: \n5:         uint256 amount = rate_.mul(endTimestamp.sub(startTimestamp));\n6:         IERC20(rewardToken).safeTransferFrom(msg.sender, address(this), amount);\n7: \n8:         rate = rate_;\n9:     }",i:initialize,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::WeightedPool,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/pools/weighted/WeightedPool.sol,_onInitializePool,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/pools/weighted/WeightedPool.sol#L201-L223,0.6880188631001686,0,,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,,L7: WeightedPool.JoinKind kind = userData.joinKind();,"L8: require(kind == WeightedPool.JoinKind.INIT, ""UNINITIALIZED"");","1: function _onInitializePool(\n2:         bytes32,\n3:         address,\n4:         address,\n5:         bytes memory userData\n6:     ) internal override returns (uint256, uint256[] memory) {\n7:         WeightedPool.JoinKind kind = userData.joinKind();\n8:         require(kind == WeightedPool.JoinKind.INIT, ""UNINITIALIZED"");\n9: \n10:         uint256[] memory amountsIn = userData.initialAmountsIn();\n11:         require(amountsIn.length == _totalTokens, ""ERR_AMOUNTS_IN_LENGTH"");\n12:         _upscaleArray(amountsIn, _scalingFactors());\n13: \n14:         uint256[] memory normalizedWeights = _normalizedWeights();",i:_onInitializePool,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539::HolderCollateralPartitionValidator,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539/contracts/partitions/HolderCollateralPartitionValidator.sol,tokensFromPartitionToValidate,DAppSCAN-source/contracts/consensys-Amp/amp-token-contracts-6871b6c64c712835b332e515cc553308dcbbc539/contracts/partitions/HolderCollateralPartitionValidator.sol#L100-L143,0.6736303578727064,0,,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L28: senderImplementation = ERC1820Client.interfaceAddr(,"L11: require(msg.sender == address(amp), ""Validator hook must be called by amp"");","1: function tokensFromPartitionToValidate(\n2:         bytes4 _functionSig,\n3:         bytes32 _fromPartition,\n4:         address _operator,\n5:         address _from,\n6:         address _to,\n7:         uint256 _value,\n8:         bytes calldata _data,\n9:         bytes calldata _operatorData\n10:     ) external override {\n11:         require(msg.sender == address(amp), ""Validator hook must be called by amp"");\n12: \n13:         (, , address fromPartitionOwner) = _splitPartition(_fromPartition);\n14: ",i:tokensFromPartitionToValidate,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::PriceOracle,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/oracles/PriceOracle.sol,pause,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/oracles/PriceOracle.sol#L34-L40,0.669358748014325,0,,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,,L2: require( | function pause() external,"1: function pause() external {\n2:         require(\n3:             _acl.isPausableAdmin(msg.sender),\n4:             Errors.ACL_CALLER_NOT_PAUSABLE_ADMIN\n5:         ); // T:[ACLT-1]\n6:         _pause();\n7:     }",i:pause,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CreditAccount,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditAccount.sol,cancelAllowance,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditAccount.sol#L104-L110,0.6552140589649976,0,,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,,,"L5: require(msg.sender == factory, Errors.CA_FACTORY_ONLY);","1: function cancelAllowance(address token, address targetContract)\n2:         external\n3:         override\n4:     {\n5:         require(msg.sender == factory, Errors.CA_FACTORY_ONLY);\n6:         IERC20(token).safeApprove(targetContract, 0);\n7:     }",i:cancelAllowance,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::ConverterRegistryData,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/ConverterRegistryData.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/ConverterRegistryData.sol#L56-L74,0.6550351248451848,0,,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",i:updateRegistry,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalancingSetTokenFactory,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetTokenFactory.sol,createSet,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetTokenFactory.sol#L131-L189,0.6484817065745166,0,,require_assert_guard_before_call,,L31: address startingSet = _components[0];,L13: require(,"1: function createSet(\n2:         address[] calldata _components,\n3:         uint256[] calldata _units,\n4:         uint256 _naturalUnit,\n5:         bytes32 _name,\n6:         bytes32 _symbol,\n7:         bytes calldata _callData\n8:     )\n9:         external\n10:         returns (address)\n11:     {\n12:         // Expecting caller to be Core\n13:         require(\n14:             msg.sender == core,",i:createSet,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::TLMModule,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/modules/TLMModule.sol,register,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/modules/TLMModule.sol#L43-L64,0.6304955750646852,0,,require_assert_guard_before_call,,L5: DataTypes.Series memory series = cauldron.series(seriesId);,"L4: require(address(this) == address(tlmModule), ""No delegatecall"");","1: function register(bytes6 seriesId, bytes32 ilk)\n2:         external\n3:     {\n4:         require(address(this) == address(tlmModule), ""No delegatecall"");\n5:         DataTypes.Series memory series = cauldron.series(seriesId);\n6:         IFYToken fyToken = series.fyToken;\n7:         require (fyToken != IFYToken(address(0)), ""Series not found"");\n8: \n9:         // Check the maturity and ilk match\n10:         (address gemJoin,) = tlm.ilks(ilk);\n11:         require (gemJoin != address(0), ""Ilk not found"");\n12: \n13:         require(\n14:             address(AuthGemJoinAbstract(gemJoin).gem()) == address(fyToken),",i:register,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::InterestRateBallot,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/InterestRateBallot.sol,cast,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/InterestRateBallot.sol#L81-L120,0.5977540348029383,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L4: IVotingEscrow.LockedBalance memory lockedBalance =,"L2: require(option < maxOption, ""Invalid option"");","1: function cast(uint256 option) external {\n2:         require(option < maxOption, ""Invalid option"");\n3: \n4:         IVotingEscrow.LockedBalance memory lockedBalance =\n5:             votingEscrow.getLockedBalance(msg.sender);\n6:         Voter memory voter = voters[msg.sender];\n7:         uint256 weight = getWeight(option);\n8:         require(lockedBalance.amount > 0, ""Zero value"");\n9: \n10:         // update scheduled unlock\n11:         scheduledUnlock[voter.unlockTime] = scheduledUnlock[voter.unlockTime].sub(voter.amount);\n12:         scheduledUnlock[lockedBalance.unlockTime] = scheduledUnlock[lockedBalance.unlockTime].add(\n13:             lockedBalance.amount\n14:         );",i:cast,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Aliana,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Aliana.sol,setGeneScienceAddress,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Aliana.sol#L42-L47,0.5937324976396422,0,,state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L5: geneScience = _address;,"L2: require(_address.isGeneScience(), ""Aliana: not gene"");","1: function setGeneScienceAddress(IGeneScience _address) public onlyCEO {\n2:         require(_address.isGeneScience(), ""Aliana: not gene"");\n3: \n4:         // Set the new contract address\n5:         geneScience = _address;\n6:     }",i:setGeneScienceAddress,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::FujiERC1155,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/FujiERC1155.sol,addInitializeAsset,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/FujiERC1155.sol#L275-L291,0.5570661980406104,0,,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,,L9: assetIDs[_type][_addr] = qtyOfManagedAssets;,"L7: require(assetIDs[_type][_addr] == 0, Errors.VL_ASSET_EXISTS);","1: function addInitializeAsset(AssetType _type, address _addr)\n2:     external\n3:     override\n4:     onlyPermit\n5:     returns (uint64)\n6:   {\n7:     require(assetIDs[_type][_addr] == 0, Errors.VL_ASSET_EXISTS);\n8: \n9:     assetIDs[_type][_addr] = qtyOfManagedAssets;\n10:     assetIDtype[qtyOfManagedAssets] = _type;\n11: \n12:     //Initialize the liquidity Index\n13:     indexes[qtyOfManagedAssets] = WadRayMath.ray();\n14:     qtyOfManagedAssets++;",i:addInitializeAsset,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::StablePool,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/pools/stable/StablePool.sol,_onInitializePool,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/pools/stable/StablePool.sol#L82-L101,0.5450471719599064,0,,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,,L7: StablePool.JoinKind kind = userData.joinKind();,"L8: require(kind == StablePool.JoinKind.INIT, ""UNINITIALIZED"");","1: function _onInitializePool(\n2:         bytes32,\n3:         address,\n4:         address,\n5:         bytes memory userData\n6:     ) internal override returns (uint256, uint256[] memory) {\n7:         StablePool.JoinKind kind = userData.joinKind();\n8:         require(kind == StablePool.JoinKind.INIT, ""UNINITIALIZED"");\n9: \n10:         uint256[] memory amountsIn = userData.initialAmountsIn();\n11:         InputHelpers.ensureInputLengthMatch(amountsIn.length, _totalTokens);\n12:         _upscaleArray(amountsIn, _scalingFactors());\n13: \n14:         uint256 invariantAfterJoin = StableMath._invariant(_amp, amountsIn);",i:_onInitializePool,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::ConverterRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/ConverterRegistry.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/ConverterRegistry.sol#L56-L74,0.5394217872250124,0,,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",i:updateRegistry,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestConverterRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestConverterRegistry.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestConverterRegistry.sol#L56-L74,0.53086135238325,0,,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",i:updateRegistry,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::TwoTokenPoolsBalance,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/TwoTokenPoolsBalance.sol,_getTwoTokenPoolSharedBalances,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/TwoTokenPoolsBalance.sol#L183-L210,0.49175412005213875,0,,require_assert_guard_before_call,,"L15: bytes32 pairHash = _getTwoTokenPairHash(tokenA, tokenB);","L24: require(exists, ""TOKEN_NOT_REGISTERED"");","1: function _getTwoTokenPoolSharedBalances(\n2:         bytes32 poolId,\n3:         IERC20 tokenX,\n4:         IERC20 tokenY\n5:     )\n6:         internal\n7:         view\n8:         returns (\n9:             bytes32 balanceA,\n10:             bytes32 balanceB,\n11:             TwoTokenPoolBalances storage poolBalances\n12:         )\n13:     {\n14:         (IERC20 tokenA, IERC20 tokenB) = _sortTwoTokens(tokenX, tokenY);",i:_getTwoTokenPoolSharedBalances,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::ClockAuctionBase,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Auction.sol,setGeneScienceAddress,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Auction.sol#L45-L51,0.4653028881009951,0,,state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L6: geneScience = _address;,"L3: require(_address.isGeneScience(), ""Aliana: not gene"");","1: function setGeneScienceAddress(IGeneScience _address) public onlyCEO {\n2:         // NOTE: verify that a contract is what we expect - https://github.com/Lunyr/crowdsale-contracts/blob/cfadd15986c30521d8ba7d5b6f57b4fefcc7ac38/contracts/LunyrToken.sol#L117\n3:         require(_address.isGeneScience(), ""Aliana: not gene"");\n4: \n5:         // Set the new contract address\n6:         geneScience = _address;\n7:     }",i:setGeneScienceAddress,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFT,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFT.sol,transferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFT.sol#L113-L138,0.44011339704679775,0,,require_assert_guard_before_call|callee_user_controlled,,L19: IERC223Receiving receiver = IERC223Receiving(to_);,L10: revert();,"1: function transferFrom(\n2:         address from_,\n3:         address to_,\n4:         uint256 amount_,\n5:         bytes memory data_\n6:     ) public transfersAllowed returns (bool success) {\n7:         // Alerts the token _controller of the transfer\n8:         if (isContract(_controller)) {\n9:             if (!ITokenController(_controller).onTransfer(from_, to_, amount_))\n10:                 revert();\n11:         }\n12: \n13:         require(\n14:             super.transferFrom(from_, to_, amount_),",i:transferFrom,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFS,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFS.sol,transferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFS.sol#L122-L147,0.4392721143731211,0,,require_assert_guard_before_call|callee_user_controlled,,L19: IERC223Receiving receiver = IERC223Receiving(to_);,L10: revert();,"1: function transferFrom(\n2:         address from_,\n3:         address to_,\n4:         uint256 amount_,\n5:         bytes memory data_\n6:     ) public transfersAllowed returns (bool success) {\n7:         // Alerts the token _controller of the transfer\n8:         if (isContract(_controller)) {\n9:             if (!ITokenController(_controller).onTransfer(from_, to_, amount_))\n10:                 revert();\n11:         }\n12: \n13:         require(\n14:             super.transferFrom(from_, to_, amount_),",i:transferFrom,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
