split,graph_id,dataset,source,project,contract,source_file,contract_label,n_pos,n_neg,interaction_count,vulnerability_types,scopes,primary_line_span,normalized_contract_hash,contract_signature_hash,function_hashes,family_key
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyAddBaseTokenOnly,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2StrategyAddBaseTokenOnly,,0,0,2,2,,,,978f6a562b7d0fa0d44796864f7ab1b2e46503acd0e0d4a030c1938cdb438561,978f6a562b7d0fa0d44796864f7ab1b2e46503acd0e0d4a030c1938cdb438561,395e03a639a231b087fd74bd03b4dcceeb14081ca26f279779d775583aa3df5a|ffbfbcf283dd37274edb57e36ebe88c8bc200e507efdeb80527ffda12ea39010,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2StrategyLiquidate,,0,0,2,2,,,,9da1eccb27961613f8b9bbf677702c431a95ed6b243a6b0142388d02d43557ad,9da1eccb27961613f8b9bbf677702c431a95ed6b243a6b0142388d02d43557ad,395e03a639a231b087fd74bd03b4dcceeb14081ca26f279779d775583aa3df5a|e96cedfe60ec5026820f09dabdc384bea28b94e0133497edcb97db247f0ef425,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyAddTwoSidesOptimal,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2StrategyAddTwoSidesOptimal,,0,0,2,2,,,,afb896ef7b028836f29a365faae0dfe4f12fb2dba302df30d71a6bb69f56f36e,afb896ef7b028836f29a365faae0dfe4f12fb2dba302df30d71a6bb69f56f36e,2e4fb28cb4693c218b844136e8b0aefd6fff8dce4c48d995773b1215f517ee28|6280ee7a91e3f367cea73065b6d1b673eb3d8e141a1e9cc46cd979dfd7e04af5,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyPartialCloseLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2StrategyPartialCloseLiquidate,,0,0,2,2,,,,2487e38c7f84dc803c1c1dcaa2e401869ddce49b8c98396b7117559e3f70ae09,2487e38c7f84dc803c1c1dcaa2e401869ddce49b8c98396b7117559e3f70ae09,f1fea331ecf2e289698ce77a689460529f94dbf676e32ba43eaae25a3247d451|f7701a2cfa8e7045aff59c91d48c858b6a9aebfa3a12e9f92e99b7e7fa1e057a,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyWithdrawMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2StrategyWithdrawMinimizeTrading,,0,0,2,2,,,,56d8fcde03834cdfd76cbfb96ce4dda0ae943118f0edd60429803e7b15ead5b6,56d8fcde03834cdfd76cbfb96ce4dda0ae943118f0edd60429803e7b15ead5b6,5d6555a74f7a657cedc9e3938a756216e6e552bcf3d5cfe83d1cced7d4f8d153|66d178fed8f7db46a0592c389fff55c5825c317d7467edc7a0bfb8ee28676141,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2RestrictedSingleAssetStrategyLiquidate,,0,0,2,2,,,,21ec8fc832ada6765e461b1936d5ecf504e44cf8e707eaae2b021b2c69107cdf,21ec8fc832ada6765e461b1936d5ecf504e44cf8e707eaae2b021b2c69107cdf,40ca5e4e934b33639ae7f645be70df1fca63b4527e59208788fa10aecd1f8c4c|ede6785f19def3a9956e3a973422dbbf1bb6469f460dcc6f4748a9788b203615,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyPartialCloseMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2RestrictedSingleAssetStrategyPartialCloseMinimizeTrading,,0,0,2,2,,,,4aeb4940cc59a95eb8dd0d46d369ada34132774aa7b039c9866a66635ac5038e,4aeb4940cc59a95eb8dd0d46d369ada34132774aa7b039c9866a66635ac5038e,1ca988c1ac5714379a8805a6472ea781aa02ffcc44f0113ad85e88f3e50bb1ed|7874f5f533399c2383012763b94af2e30d071b631e660596db6360806c1a0563,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyWithdrawMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2RestrictedSingleAssetStrategyWithdrawMinimizeTrading,,0,0,2,2,,,,61318637492390abeb73d73f242aa3acdcc1c9c98c3d78923ffb970b42169c87,61318637492390abeb73d73f242aa3acdcc1c9c98c3d78923ffb970b42169c87,020e52c28542a525509e84c52c01be1a9514bebd8331d4bfcd9d860a041b2b02|618756c1122b8ca729755169e2d8528798a7beba5dacfa7a0c95e61db4a854f1,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyPartialCloseLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2RestrictedSingleAssetStrategyPartialCloseLiquidate,,0,0,2,2,,,,9841fa321b23f90f14d0117e93174d46e85a839655503b9394385b1c92e6b741,9841fa321b23f90f14d0117e93174d46e85a839655503b9394385b1c92e6b741,9c41a0b760290553ec3e60f731a3c0de50b4d8d0029bafced3b91af6a264fbec|ede6785f19def3a9956e3a973422dbbf1bb6469f460dcc6f4748a9788b203615,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyAddBaseWithFarm,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2RestrictedSingleAssetStrategyAddBaseWithFarm,,0,0,2,2,,,,cc9371c8ca48f236e877c741dbc91d14c195967313f3594731b50cebd5771235,cc9371c8ca48f236e877c741dbc91d14c195967313f3594731b50cebd5771235,58fcfa05e74bc90459d29cdf3a811e24d7bc323ecf6fc9d347f0c16be0e221bf|f1c54b2b3548cfd54241ee7b46be5bb8bfd33c3f46b314e38f2c55c4b8c10169,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyAddBaseTokenOnly,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,PancakeswapV2RestrictedSingleAssetStrategyAddBaseTokenOnly,,0,0,2,2,,,,f3917486c6af903bf82f1f5b59c1603e1051d29db1128a8de194d6a794ea7a4a,f3917486c6af903bf82f1f5b59c1603e1051d29db1128a8de194d6a794ea7a4a,9e129315d27435f7dddc74c78710f27a936d8bc3a87061d3addeacbfc5b30ec4|ede6785f19def3a9956e3a973422dbbf1bb6469f460dcc6f4748a9788b203615,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRestrictedStrategyLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapRestrictedStrategyLiquidate,,0,0,2,2,,,,02de1b5f9df1dd297018a7aaab6ecf6c17c5ac8827f252441176fa0b67e0435d,02de1b5f9df1dd297018a7aaab6ecf6c17c5ac8827f252441176fa0b67e0435d,3a1de9e07440ca95650d2f7a605386b17a4a17e4e04754e3f31357ce1547fda7|ba29f0182b3594f08fa4360f9614be81f458856af392cd08832cff7ac6578411,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRestrictedStrategyAddTwoSidesOptimal,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapRestrictedStrategyAddTwoSidesOptimal,,0,0,2,2,,,,69d60f3e848a31f6c7a9d981d1b3e2a43bd18832b62f04c936c8413b3f0f9529,69d60f3e848a31f6c7a9d981d1b3e2a43bd18832b62f04c936c8413b3f0f9529,3436330bbdd804b23b8c646b6de5b028a4635d32aba28f3af73404900145d6ff|43923abf63b0a2e4b9527f04e5eb93ff23bb5dd431ec91a3e9a6e0c47a1fd218,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRestrictedStrategyWithdrawMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapRestrictedStrategyWithdrawMinimizeTrading,,0,0,2,2,,,,01e716b7c5927df52646ad7f46f7d741759d5bc673afc602e171384f200f61a5,01e716b7c5927df52646ad7f46f7d741759d5bc673afc602e171384f200f61a5,19e118511c4d8e3f6818bda7f20d97b836f4c4c61b7b22383dc49d549b055202|55d2cc1f60c09426117b6932b23d0b6e821fa2bbf01c3bd4579a87b914f6ebf1,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRestrictedStrategyAddBaseTokenOnly,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapRestrictedStrategyAddBaseTokenOnly,,0,0,2,2,,,,10ee867af704d413d3464a3e097a916db3e16b7a2060490e8a86b5492eee1391,10ee867af704d413d3464a3e097a916db3e16b7a2060490e8a86b5492eee1391,6f079b1c3451235c62bce78ac7e8434c428196c560866092a10d875a1ac29299|ba29f0182b3594f08fa4360f9614be81f458856af392cd08832cff7ac6578411,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRestrictedStrategyPartialCloseMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapRestrictedStrategyPartialCloseMinimizeTrading,,0,0,2,2,,,,f8364c3a15763a818daeff1d91fe68489dabf586283744d68e5582b48f249e92,f8364c3a15763a818daeff1d91fe68489dabf586283744d68e5582b48f249e92,19e118511c4d8e3f6818bda7f20d97b836f4c4c61b7b22383dc49d549b055202|ebd6e716e70c586486140301f69242f163c5df9a9cb38199ddd85b16488c41d5,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRestrictedStrategyPartialCloseLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapRestrictedStrategyPartialCloseLiquidate,,0,0,2,2,,,,d35471ade59ec51213faf53ede6703bbc076551655cc08c14245338d38d0ee35,d35471ade59ec51213faf53ede6703bbc076551655cc08c14245338d38d0ee35,a102237893ee4c3f35225895cf34d97cd751a7c1f86bb9a84584610e259d0382|bc51031e205c20e306e293f5eea84f4207cba05cc6583eb1ee9807127b2239ee,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StrategyPartialCloseLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,StrategyPartialCloseLiquidate,,0,0,2,2,,,,55ecf57425181b7243b62ec3575d431d8b9b9f8dfb67e02495bf2abc4eed90e7,55ecf57425181b7243b62ec3575d431d8b9b9f8dfb67e02495bf2abc4eed90e7,45fa01cbadc4c47ee2f953152773b2d11b4ce1e8d9af3aca4d07f7e592d05b72|f1fea331ecf2e289698ce77a689460529f94dbf676e32ba43eaae25a3247d451,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StrategyWithdrawMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,StrategyWithdrawMinimizeTrading,,0,0,2,2,,,,ba899c2aa7a16eb6a4b7930dd080f5daae452b0310cd680eb53cb66144faff23,ba899c2aa7a16eb6a4b7930dd080f5daae452b0310cd680eb53cb66144faff23,5d6555a74f7a657cedc9e3938a756216e6e552bcf3d5cfe83d1cced7d4f8d153|61b74e760bae48208db0f4b2cecc279b2a0443e2ca95e9f22b1202de3d0d207a,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StrategyAddTwoSidesOptimal,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,StrategyAddTwoSidesOptimal,,0,0,2,2,,,,81704e472d11f40e1d47af9b1d68eb660df15cf1886bca0afa8739786b6202c3,81704e472d11f40e1d47af9b1d68eb660df15cf1886bca0afa8739786b6202c3,2e4fb28cb4693c218b844136e8b0aefd6fff8dce4c48d995773b1215f517ee28|8f3e179ca2eda1fc109c830488b470e9024095430caab147b8f3924123177845,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StrategyAddBaseTokenOnly,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,StrategyAddBaseTokenOnly,,0,0,2,2,,,,525f793c5ac1ce11b177499dd6cd496f87c58228cde689cf594cbf4bcec40614,525f793c5ac1ce11b177499dd6cd496f87c58228cde689cf594cbf4bcec40614,395e03a639a231b087fd74bd03b4dcceeb14081ca26f279779d775583aa3df5a|704a4c8e028946a5a451d76a17954c18eb0aa28c61e14729c396865e657ed7d1,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StrategyLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,StrategyLiquidate,,0,0,2,2,,,,71b8848a976a473741c7fc65e26de4999ca6e24cae21a1dbf335c098669cdf61,71b8848a976a473741c7fc65e26de4999ca6e24cae21a1dbf335c098669cdf61,395e03a639a231b087fd74bd03b4dcceeb14081ca26f279779d775583aa3df5a|a1051674698b331537c41b97d17acdaf2a4900e183def6d8ac20c53843b67fd5,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookySwapStrategyWithdrawMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookySwapStrategyWithdrawMinimizeTrading,,0,0,2,2,,,,d590a21d097032ecd3a036fe0c8f9a13b134182d3f0573f75320b61d17e2a0bc,d590a21d097032ecd3a036fe0c8f9a13b134182d3f0573f75320b61d17e2a0bc,1081d8c4a347439ac4e22c4ec1eb0fe3b81129d68182905c00dfd39474a8555a|218812c88382a8946218f3a4844793d42180a003d7fdfbf12e94e289ecaf46d2,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookySwapStrategyPartialCloseMinimizeTrading,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookySwapStrategyPartialCloseMinimizeTrading,,0,0,2,2,,,,3f6bb41385a78eab170f9069e356beef9f216a73542c9d390cbd2e672a8d6d76,3f6bb41385a78eab170f9069e356beef9f216a73542c9d390cbd2e672a8d6d76,218812c88382a8946218f3a4844793d42180a003d7fdfbf12e94e289ecaf46d2|87254a9fb70edafa453d1a0a394b6f7df1150fd47248981ffd6d7529017537c5,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookySwapStrategyPartialCloseLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookySwapStrategyPartialCloseLiquidate,,0,0,2,2,,,,1e00defcf627252aa4008faf4318a6c593215793f71bd69fd7784fe333122fbe,1e00defcf627252aa4008faf4318a6c593215793f71bd69fd7784fe333122fbe,80e0bf8ed3694d340bc1be0fe5c1bbe8b6afaee9910c10d6240ab92ca8feade6|b2cb146551c4453b82dd5deac9aa920c2402b2ee377e8064da25692eef0d76c0,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookySwapStrategyAddBaseTokenOnly,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookySwapStrategyAddBaseTokenOnly,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/strategies/spookyswap/SpookySwapStrategyAddBaseTokenOnly.sol,1,1,1,2,Front-running / Tx Order (SWC-114),front-running,L59-L105,5e4cfcf695d1de041d5875482832bd7d08003f2728d4ea97409c6d2aac6df296,a9e5585acb05606e5187a60ec3b2fbee3ee9830a7276d3c916ae231cd86a61e5,03c799d0fb83f6cda85c068d63f9c72783f5ed74cfdb36ba675a42480d7e7bc0|cb101c248e68e752cd433b9d604438c216371bdd13216727c143f0d6d97b2ba9,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookySwapStrategyLiquidate,DAppSCAN,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookySwapStrategyLiquidate,,0,0,2,2,,,,9a894a96075540f173657a376fe13ffcd0962e216cd17a719b7a055991ea88f6,9a894a96075540f173657a376fe13ffcd0962e216cd17a719b7a055991ea88f6,97e2f7359a31e542946b907e54240977103a89cc4add4caeaea250db616b853b|cb101c248e68e752cd433b9d604438c216371bdd13216727c143f0d6d97b2ba9,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129
