raw_id,dataset,project,file_path,contract,function,line_span,finding_id,title,severity,vulnerability_type,scope,source_available,vtype_recoverable,location_available,evidence_pointer,normalized_source_hash,normalized_contract_hash,converted_to_hyperedge,included_in_graph,graph_id,graph_split,dropped_reason
FORGE::vfp_00020::1::0,FORGE,vfp_00020,RollupRevenueVault.sol,,initialize,RollupRevenueVault.sol::initialize#45-83,1,RollupRevenueVault - Deployment and Initialization Flow,Medium,Front-running / Tx Order (heuristic),front-running,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00020.json#1,,,False,False,,,function_not_resolved_to_contract
FORGE::vfp_00020::1::1,FORGE,vfp_00020,RollupRevenueVault.sol,RollupRevenueVault,initializeRolesAndStorageVariables,RollupRevenueVault.sol::initializeRolesAndStorageVariables#85-123,1,RollupRevenueVault - Deployment and Initialization Flow,Medium,Front-running / Tx Order (heuristic),front-running,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00020.json#1,,f1bc8a0c9feb9a154418086848cc51a5efaf526095877447a1a19a466308a531,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
FORGE::vfp_00020::1::2,FORGE,vfp_00020,RollupRevenueVault.sol,RollupRevenueVault,__RollupRevenueVault_init,RollupRevenueVault.sol::__RollupRevenueVault_init#125-160,1,RollupRevenueVault - Deployment and Initialization Flow,Medium,Front-running / Tx Order (heuristic),front-running,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00020.json#1,,f1bc8a0c9feb9a154418086848cc51a5efaf526095877447a1a19a466308a531,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
FORGE::vfp_00021::0::0,FORGE,vfp_00021,AxelarAdapter.sol,AxelarAdapter,execute,AxelarAdapter.sol::execute#60-75,0,AxelarAdapter.execute will fail to process any incoming message,Medium,"CWE:CWE-172,CWE-173,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00021.json#0,,52fd4677c81795e25c7b49c1e728f291a4c4325e42ec58f897285322f949fc0e,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00021::0::1,FORGE,vfp_00021,CastLib.sol,CastLib,toAddress,CastLib.sol::toAddress#15-18,0,AxelarAdapter.execute will fail to process any incoming message,Medium,"CWE:CWE-172,CWE-173,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00021.json#0,,30e136dcb813b70973cef12448440fea5ab48c0c2ea5bb0d4eecb8b33be9a0ce,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00021::1::0,FORGE,vfp_00021,AxelarAdapter.sol,AxelarAdapter,send,AxelarAdapter.sol::send#82-99,1,AxelarAdapter.send sets incorrect destinationAddress for every cross chain transaction,Medium,"CWE:CWE-116,CWE-707,CWE-838",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00021.json#1,,52fd4677c81795e25c7b49c1e728f291a4c4325e42ec58f897285322f949fc0e,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00021::1::1,FORGE,vfp_00021,CastLib.sol,CastLib,toString,CastLib.sol::toString#15-18,1,AxelarAdapter.send sets incorrect destinationAddress for every cross chain transaction,Medium,"CWE:CWE-116,CWE-707,CWE-838",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00021.json#1,,30e136dcb813b70973cef12448440fea5ab48c0c2ea5bb0d4eecb8b33be9a0ce,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::5::0,FORGE,vfp_00022,BunniHook.sol,,,src/BunniHook.sol,5,Rebalance mechanism access control can be bypassed,High,"CWE:CWE-345,CWE-347,CWE-693",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::5::1,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol,5,Rebalance mechanism access control can be bypassed,High,"CWE:CWE-345,CWE-347,CWE-693",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::5::2,FORGE,vfp_00022,FloodPlain.sol,,,flood-contracts/master/src/FloodPlain.sol#L55-L78,5,Rebalance mechanism access control can be bypassed,High,"CWE:CWE-345,CWE-347,CWE-693",other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#5,,,False,False,,,missing_source_file
FORGE::vfp_00022::5::3,FORGE,vfp_00022,BunniZone.sol,,,src/BunniZone.sol#L41-L54,5,Rebalance mechanism access control can be bypassed,High,"CWE:CWE-345,CWE-347,CWE-693",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::5::4,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol#L733-L743,5,Rebalance mechanism access control can be bypassed,High,"CWE:CWE-345,CWE-347,CWE-693",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::5::5,FORGE,vfp_00022,BunniHook.sol,,,src/BunniHook.sol#L120-L131,5,Rebalance mechanism access control can be bypassed,High,"CWE:CWE-345,CWE-347,CWE-693",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::6::0,FORGE,vfp_00022,BunniHook.sol,,,src/BunniHook.sol,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::6::1,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::6::2,FORGE,vfp_00022,FloodPlain.sol,,,flood-contracts/master/src/FloodPlain.sol#L55-L78,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,missing_source_file
FORGE::vfp_00022::6::3,FORGE,vfp_00022,Hooks.sol,,,flood-contracts/master/src/lib/Hooks.sol#L9-L27,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,missing_source_file
FORGE::vfp_00022::6::4,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol#L696-L714,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::6::5,FORGE,vfp_00022,BunniHook.sol,,,src/BunniHook.sol#L429-L438,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::6::6,FORGE,vfp_00022,BunniHook.sol,,,src/BunniHook.sol#L465-L474,6,Pools can be drained via the rebalance mechanism by selectively executing the rebalanceOrderPreHook and the rebalanceOrderPostHook,High,CWE:CWE-435,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::8::0,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol,8,Excess liquidity can be inflated to create arbitrarily large rebalance orders,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#8,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::8::1,FORGE,vfp_00022,BunniHubLogic.sol,,,src/lib/BunniHubLogic.sol,8,Excess liquidity can be inflated to create arbitrarily large rebalance orders,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#8,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::14::0,FORGE,vfp_00022,BunniSwapMath.sol,,,src/lib/BunniSwapMath.sol#101-104,14,Users can gain free tokens through the BunniSwap swap functionality,High,"CWE:CWE-1339,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#14,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::14::1,FORGE,vfp_00022,BunniSwapMath.sol,,,src/lib/BunniSwapMath.sol#49-78,14,Users can gain free tokens through the BunniSwap swap functionality,High,"CWE:CWE-1339,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#14,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::15::0,FORGE,vfp_00022,BunniSwapMath.sol,,,src/lib/BunniSwapMath.sol#228-302,15,Users can gain tokens during round-trip swaps,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#15,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::19::0,FORGE,vfp_00022,QueryLDF.sol,,,src/lib/QueryLDF.sol#L72-L84,19,Manipulation of Rebalance Orders via Just-in-Time Liquidity,High,"CWE:CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#19,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::19::1,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol#L618-L623,19,Manipulation of Rebalance Orders via Just-in-Time Liquidity,High,"CWE:CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#19,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::19::2,FORGE,vfp_00022,BunniHubLogic.sol,,,src/lib/BunniHubLogic.sol#L226-L312,19,Manipulation of Rebalance Orders via Just-in-Time Liquidity,High,"CWE:CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#19,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::19::3,FORGE,vfp_00022,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol#L652-L672,19,Manipulation of Rebalance Orders via Just-in-Time Liquidity,High,"CWE:CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#19,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::20::0,FORGE,vfp_00022,BunniSwapMath.sol,BunniSwapMath,computeSwap,BunniSwapMath.sol::computeSwap,20,Users can gain free tokens through the BunniSwap swap functionality,High,"CWE:CWE-1339,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#20,,c7fc460c202a368dde3cc19aeb94710e58639e42b7ec01fe0fdee5cdeec8d1a4,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::20::1,FORGE,vfp_00022,LibUniformDistribution.sol,,cumulativeAmount0,LibUniformDistribution.sol::cumulativeAmount0,20,Users can gain free tokens through the BunniSwap swap functionality,High,"CWE:CWE-1339,CWE-682",other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#20,,,False,False,,,missing_source_file
FORGE::vfp_00022::20::2,FORGE,vfp_00022,BunniHookLogic.sol,BunniHook,beforeSwap,BunniHookLogic.sol::beforeSwap,20,Users can gain free tokens through the BunniSwap swap functionality,High,"CWE:CWE-1339,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#20,,603b3ffd3091a68131bd7faaf891f1aba644823e367d073a6209dad4bca2c005,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::21::0,FORGE,vfp_00022,BunniSwapMath.sol,BunniSwapMath,computeSwap,BunniSwapMath.sol::computeSwap,21,Users can gain tokens during round-trip swaps,High,"CWE:CWE-1339,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#21,,c7fc460c202a368dde3cc19aeb94710e58639e42b7ec01fe0fdee5cdeec8d1a4,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::21::1,FORGE,vfp_00022,BunniHub.sol,,swap,BunniHub.sol::swap,21,Users can gain tokens during round-trip swaps,High,"CWE:CWE-1339,CWE-682",other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#21,,,False,False,,,missing_source_file
FORGE::vfp_00022::23::0,FORGE,vfp_00022,BunniSwapMath.sol,BunniSwapMath,computeSwap,BunniSwapMath.sol::computeSwap,23,BunniSwap swap functionality can cause panics during the swap,High,"CWE:CWE-191,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#23,,c7fc460c202a368dde3cc19aeb94710e58639e42b7ec01fe0fdee5cdeec8d1a4,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00022::23::1,FORGE,vfp_00022,BunniSwapMath.sol,,computeSwapStep,BunniSwapMath.sol::computeSwapStep,23,BunniSwap swap functionality can cause panics during the swap,High,"CWE:CWE-191,CWE-682",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00022.json#23,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00023::10::0,FORGE,vfp_00023,AmAmm.sol,,,biddog/src/AmAmm.sol#L406-L429,10,AmAmm manager can manipulate TWAP prices without risk,Medium,"CWE:CWE-267,CWE-269,CWE-284",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00023.json#10,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00023::10::1,FORGE,vfp_00023,AmAmmPayload.sol,,,src/lib/AmAmmPayload.sol#L11-L18,10,AmAmm manager can manipulate TWAP prices without risk,Medium,"CWE:CWE-267,CWE-269,CWE-284",other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00023.json#10,,,False,False,,,missing_source_file
FORGE::vfp_00023::10::2,FORGE,vfp_00023,BunniHookLogic.sol,,,src/lib/BunniHookLogic.sol#L295-L305,10,AmAmm manager can manipulate TWAP prices without risk,Medium,"CWE:CWE-267,CWE-269,CWE-284",other,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00023.json#10,,,False,False,,,missing_source_file
FORGE::vfp_00024::0::0,FORGE,vfp_00024,OctoDistributor.sol,OctoDistributor,withdrawPoints,OctoDistributor.sol::withdrawPoints#524-531,0,[H-1] The withdrawn amount should be tracked separately for each token,High,"CWE:CWE-372,CWE-664",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00024.json#0,,cd70a290afb8b5e7c03c3267c5861ecd1804ffdcd4b7d856dd9b4393148579eb,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::0::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L493-L509,0,Asset removal during pending subscriptions inflates supply via zero-decimals recomputation,High,"CWE:CWE-362,CWE-691",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#0,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::0::1,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L684-L694,0,Asset removal during pending subscriptions inflates supply via zero-decimals recomputation,High,"CWE:CWE-362,CWE-691",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#0,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::0::2,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L852-L861,0,Asset removal during pending subscriptions inflates supply via zero-decimals recomputation,High,"CWE:CWE-362,CWE-691",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#0,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::1::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L684-L694,1,Subscription approval mints sharesAmount instead of computed sharesOut and event,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#1,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::2::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L382-L391,2,Mistakes in sharesPriceInAsset have big consequences,Medium,"CWE:CWE-1284,CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#2,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::3::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L493-L502,3,assetsToShares() doesn't check the asset exists,Medium,"CWE:CWE-1287,CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#3,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::3::1,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L512-L521,3,assetsToShares() doesn't check the asset exists,Medium,"CWE:CWE-1287,CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#3,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::4::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L784-L803,4,Performance fee gated by USD assets enables fee avoidance via asset choice and ordering,Medium,"CWE:CWE-372,CWE-664",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#4,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::4::1,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L793-L795,4,Performance fee gated by USD assets enables fee avoidance via asset choice and ordering,Medium,"CWE:CWE-372,CWE-664",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#4,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::5::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L554-L557,5,Asset removal bricks pending requests and enables sweeping escrowed funds,Medium,"CWE:CWE-664,CWE-666,CWE-826",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::5::1,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L852-L862,5,Asset removal bricks pending requests and enables sweeping escrowed funds,Medium,"CWE:CWE-664,CWE-666,CWE-826",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#5,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::6::0,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L554-L562,6,Allowing the share token as an approved asset enables circular accounting,Medium,"CWE:CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00025::6::1,FORGE,vfp_00025,kpkShares.sol,,kpkShares.sol,kpkShares.sol::kpkShares.sol#L852-L854,6,Allowing the share token as an approved asset enables circular accounting,Medium,"CWE:CWE-20,CWE-707",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00025.json#6,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00026::0::0,FORGE,vfp_00026,BroadcasterOracle.sol,BroadcasterOracle,submit,BroadcasterOracle.sol::submit#108,0,Potential for Arbitrary Application in Message Verification,Critical,"CWE:CWE-345,CWE-346,CWE-693,CWE-940",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00026.json#0,,eb5c83a7b0e37f29e7977bbc937312682286039e1df5df6e2615118a191a0ca0,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00026::0::1,FORGE,vfp_00026,BroadcasterOracle.sol,,verify,BroadcasterOracle.sol::verify#144-152,0,Potential for Arbitrary Application in Message Verification,Critical,"CWE:CWE-345,CWE-346,CWE-693,CWE-940",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00026.json#0,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00026::0::2,FORGE,vfp_00026,BroadcasterOracle.sol,,verify,BroadcasterOracle.sol::verify#82-83,0,Potential for Arbitrary Application in Message Verification,Critical,"CWE:CWE-345,CWE-346,CWE-693,CWE-940",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00026.json#0,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00026::0::3,FORGE,vfp_00026,BroadcasterOracle.sol,,verify,BroadcasterOracle.sol::verify#96,0,Potential for Arbitrary Application in Message Verification,Critical,"CWE:CWE-345,CWE-346,CWE-693,CWE-940",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00026.json#0,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00027::1::0,FORGE,vfp_00027,Receiver.sol,Receiver,updateBlockHashProverCopy,Receiver.sol::updateBlockHashProverCopy#43-66,1,Prover Copies Cannot Be Updated,High,"CWE:CWE-248,CWE-703,CWE-755",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00027.json#1,,2da3997b37b6d549bab96895da20a8f74220307061481507a4bb77af358916b5,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00028::0::0,FORGE,vfp_00028,PerformanceVault.sol,,L105-L112,PerformanceVault.sol::L105-L112,0,Incorrect Order of Operations Causes Permanent Reduction in Protocol Fees,Medium,Reentrancy (heuristic),reentrancy,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00028.json#0,,,False,False,,,function_not_resolved_to_contract
FORGE::vfp_00030::1::0,FORGE,vfp_00030,BaseDynamicAfterFee.sol,,,BaseDynamicAfterFee.sol#L111,1,Incorrect Fee Application When `unspecifiedAmount` Represents Input Instead of Output,Medium,Front-running / Tx Order (heuristic),front-running,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00030.json#1,,,False,False,,,missing_or_NA_function_location
FORGE::vfp_00030::1::1,FORGE,vfp_00030,BaseDynamicAfterFee.sol,,,BaseDynamicAfterFee.sol,1,Incorrect Fee Application When `unspecifiedAmount` Represents Input Instead of Output,Medium,Front-running / Tx Order (heuristic),front-running,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00030.json#1,,,False,False,,,missing_or_NA_function_location
FORGE::vfp_00031::0::0,FORGE,vfp_00031,ForeignController.sol,,,ForeignController.sol#L239,0,ForeignController.transferTokenLayerZero is missing approval to the Sky OFT adapter,Medium,Reentrancy (heuristic),reentrancy,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00031.json#0,,,False,False,,,missing_or_NA_function_location
FORGE::vfp_00032::0::0,FORGE,vfp_00032,GenericERC4626.sol,,,src/withdraws/GenericERC4626.sol,0,Cross-contract reentrancy allows YIELD_- TOKEN theft for the GenericERC4626 WithdrawalRequestManager variant,High,Reentrancy (heuristic),reentrancy,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#0,,,False,False,,,missing_or_NA_function_location
FORGE::vfp_00032::0::1,FORGE,vfp_00032,WithdrawalRequestManager.sol,AbstractStakingStrategy,initiateWithdraw,src/withdraws/WithdrawalRequestManager.sol::initiateWithdraw,0,Cross-contract reentrancy allows YIELD_- TOKEN theft for the GenericERC4626 WithdrawalRequestManager variant,High,Reentrancy (heuristic),reentrancy,False,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#0,,,False,False,,,missing_source_file
FORGE::vfp_00032::1::0,FORGE,vfp_00032,AbstractYieldStrategy.sol,AbstractStakingStrategy,initiateWithdraw,src/AbstractYieldStrategy.sol::initiateWithdraw#280-307,1,Attacker can drain the entire suppliers on Morpho market by inflating collateral price,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#1,,adf945b5f021bf2dc50169904d542837a8bbd039c3138db6a87c60d8bd0e48b9,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00032::1::1,FORGE,vfp_00032,AbstractYieldStrategy.sol,AbstractStakingStrategy,convertToAssets,src/AbstractYieldStrategy.sol::convertToAssets,1,Attacker can drain the entire suppliers on Morpho market by inflating collateral price,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#1,,adf945b5f021bf2dc50169904d542837a8bbd039c3138db6a87c60d8bd0e48b9,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00032::1::2,FORGE,vfp_00032,AbstractYieldStrategy.sol,AbstractStakingStrategy,convertSharesToYieldToken,src/AbstractYieldStrategy.sol::convertSharesToYieldToken,1,Attacker can drain the entire suppliers on Morpho market by inflating collateral price,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#1,,adf945b5f021bf2dc50169904d542837a8bbd039c3138db6a87c60d8bd0e48b9,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00032::1::3,FORGE,vfp_00032,AbstractYieldStrategy.sol,AbstractStakingStrategy,price,src/AbstractYieldStrategy.sol::price,1,Attacker can drain the entire suppliers on Morpho market by inflating collateral price,High,CWE:CWE-682,other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#1,,adf945b5f021bf2dc50169904d542837a8bbd039c3138db6a87c60d8bd0e48b9,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00032::3::0,FORGE,vfp_00032,AbstractYieldStrategy.sol,,,AbstractYieldStrategy.sol#L118-L120,3,When users borrow directly from Morpho price of the collateral will not be accurate,High,"CWE:CWE-435,CWE-436,CWE-437",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#3,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00032::3::1,FORGE,vfp_00032,AbstractSingleSidedLP.sol,,,AbstractSingleSidedLP.sol#L300-L303,3,When users borrow directly from Morpho price of the collateral will not be accurate,High,"CWE:CWE-435,CWE-436,CWE-437",other,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#3,,,False,False,,,outside_priority_interaction_scope
FORGE::vfp_00032::4::0,FORGE,vfp_00032,AbstractRewardManager.sol,,,AbstractRewardManager.sol#L44-L65,4,migrateRewardPool Fails Due to Incompatible Storage Design in CurveConvexLib,High,Delegatecall (heuristic),delegatecall,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#4,,,False,False,,,missing_or_NA_function_location
FORGE::vfp_00032::4::1,FORGE,vfp_00032,IRewardManager.sol,,,IRewardManager.sol#L82-L86,4,migrateRewardPool Fails Due to Incompatible Storage Design in CurveConvexLib,High,Delegatecall (heuristic),delegatecall,True,True,True,data/FORGE-Curated/flatten/vfp-vuln/vfp_00032.json#4,,,False,False,,,missing_or_NA_function_location
